time,log_infected,log_hospitalized,log_icu,log_death,log_vaccinated
231.0,3.142774948807497,2.962369335670021,2.6532125137753435,3.9708629219089735,0.0
232.0,3.1611270336577677,2.977266212427293,2.673020907128896,3.9710795581672023,0.0
233.0,3.20730944962118,3.003029470553618,2.6884198220027105,3.971332341111648,0.0
234.0,3.2560074363913145,3.0394141191761372,2.708420900134713,3.9716017597247566,0.0
235.0,3.285557143869993,3.0633333589517497,2.7259116322950483,3.9718540441934143,0.0
236.0,3.2860702430420474,3.1089031276673134,2.7371926427047373,3.9720699961791306,0.0
237.0,3.2595048694674578,3.137670537236755,2.7715874808812555,3.97226585492603,0.0
238.0,3.2208490806107877,3.13640344813399,2.791690649020118,3.9724890198784513,0.0
239.0,3.1989189401638938,3.137670537236755,2.780317312140151,3.9727972911584017,0.0
240.0,3.2142832257061027,3.1562461903973444,2.8169038393756605,3.9732232489420696,0.0
241.0,3.2526300745785757,3.153814864344529,2.8394780473741985,3.973746077872933,0.0
242.0,3.2868356568853545,3.1746411926604483,2.864511081058392,3.9743101470940116,0.0
243.0,3.299803077744511,3.1792644643390253,2.886490725172482,3.9748599300615806,0.0
244.0,3.289248785771704,3.1781132523146316,2.9304395947667,3.975356695554332,0.0
245.0,3.2686942444533287,3.192846115188842,2.9444826721501687,3.9757949616623574,0.0
246.0,3.265112889902794,3.196728722623287,2.974971994298069,3.976213214609843,0.0
247.0,3.2936659695885235,3.2022157758011316,3.0132586652835167,3.9766598300018328,0.0
248.0,3.3366279967120454,3.2182728535714475,3.0499928569201424,3.977152596562466,0.0
249.0,3.369734952679969,3.224014811372864,3.079543007402906,3.977671367479076,0.0
250.0,3.3816770880173497,3.2203696324513946,3.1122697684172707,3.9781793704343085,0.0
251.0,3.3763426530836216,3.229681842317676,3.133858125203335,3.978653370044027,0.0
252.0,3.372792620076375,3.246252312299322,3.1670217957902564,3.9790996849413207,0.0
253.0,3.398888022701669,3.2511513431753545,3.1958996524092336,3.9795532748654483,0.0
254.0,3.4599645660282876,3.2835273648616936,3.230193378869046,3.980053022932053,0.0
255.0,3.5291124673508,3.3298045221640695,3.2648178230095364,3.9806001395547366,0.0
256.0,3.5807507311662925,3.385069776331935,3.2889196056617265,3.9811567889553046,0.0
257.0,3.6044720672035373,3.4308809464528913,3.3142886609474975,3.981701403391854,0.0
258.0,3.6053365366384935,3.472317546316842,3.3510228525841237,3.982253215664011,0.0
259.0,3.603081600823498,3.4942937686653326,3.37675939540488,3.9828672908938936,0.0
260.0,3.6253305678128647,3.5101426994025733,3.406028944963615,3.9836289338739865,0.0
261.0,3.6795835367202785,3.5389505620143615,3.4239009185284166,3.9845858810458634,0.0
262.0,3.742254454660656,3.552303109338354,3.439963935920905,3.985701206722614,0.0
263.0,3.7880840607835746,3.576916955965207,3.4533183400470375,3.9868942060733663,0.0
264.0,3.8070961475665515,3.607776603741693,3.4632956099620027,3.98808768391563,0.0
265.0,3.80549137688424,3.6395860866734266,3.4782778319196046,3.989236884738971,0.0
266.0,3.8045570504365593,3.656002320682957,3.485579476984679,3.9903612264982815,0.0
267.0,3.833080761710516,3.675686708699401,3.494850021680094,3.9915509910669558,0.0
268.0,3.8972523578815563,3.705778212828598,3.503245771465113,3.9929082192656926,0.0
269.0,3.9711583398498376,3.7487305560984945,3.518382315545344,3.9944528915085327,0.0
270.0,4.029317026775924,3.7938602013426697,3.5217916496391233,3.996097318576805,0.0
271.0,4.061700541189507,3.834738518903841,3.5296869537729165,3.997746621529154,0.0
272.0,4.072527423466802,3.8703453710809597,3.5360531551592045,3.9993820014249124,0.0
273.0,4.077366702933487,3.9018395920512297,3.5462958351214424,4.001094997090394,0.0
274.0,4.096755205307673,3.9217384836845985,3.551693915127225,4.003083739940335,0.0
275.0,4.137184669209188,3.9550620696750323,3.555578072772955,4.005483826885654,0.0
276.0,4.183828082380105,3.988157472556753,3.5582284218033258,4.008244168231371,0.0
277.0,4.218437862143834,4.01262635095405,3.5602653978627146,4.0112211498984065,0.0
278.0,4.231618231796068,4.0327396052094935,3.569373909615046,4.014298672922086,0.0
279.0,4.22446802054017,4.05595140532915,3.572987708198205,4.017438235605696,0.0
280.0,4.2090353527227125,4.068742292932981,3.57611089412084,4.020760340777182,0.0
281.0,4.20548234854544,4.0806625563941825,3.5773768919170146,4.024514735045438,0.0
282.0,4.225011831903712,4.097777734539283,3.5828584622244994,4.028868659181557,0.0
283.0,4.256106684012682,4.114177140244449,3.5861370252307934,4.033700866268583,0.0
284.0,4.279591582032596,4.123818986018997,3.58983794314746,4.038660325076037,0.0
285.0,4.283424012713888,4.135927335005468,3.591064607026499,4.043449599070814,0.0
286.0,4.267198892523829,4.1397846642937,3.594060901270418,4.048025755970303,0.0
287.0,4.242867270556209,4.141167468646232,3.5935075893317654,4.052659444382637,0.0
288.0,4.231688443322172,4.142858551113391,3.5975855017522047,4.057831794021671,0.0
289.0,4.245986166962683,4.142983554922818,3.599992177584098,4.063852250409909,0.0
290.0,4.2734206637931,4.1433583506154665,3.6033609243483804,4.0705413890149575,0.0
291.0,4.29290671561892,4.151461787124331,3.607669436688243,4.0774229378283335,0.0
