parameter,index,value,loss,delta_loss
δ_global,1,0.27437037033577044,1598.9107124725829,4.632578355130363
δ_global,1,0.2755555555209556,1598.6857920786044,4.407657961151926
δ_global,1,0.2773333332987334,1598.3504075334454,4.072273415992868
δ_global,1,0.27999999996540004,1597.8522400789448,3.5741059614922506
δ_global,1,0.28399999996540004,1597.113637340673,2.835503223220485
δ_global,1,0.28799999996540004,1596.387066552661,2.108932435208544
δ_global,1,0.29199999996540005,1595.6719440818176,1.3938099643651185
δ_global,1,0.29599999996540005,1594.9689000025064,0.6907658850539065
δ_global,1,0.29999999996540005,1594.2781341174525,0.0
δ_global,1,0.3,1594.278134199808,8.235542736656498e-8
ᴺε₀_global,2,0.2598957475215852,1598.9327035254714,4.654569408018915
ᴺε₀_global,2,0.2605102879879775,1598.8764761347995,4.598342017347022
ᴺε₀_global,2,0.26143209868756595,1598.7928197652473,4.5146856477947495
ᴺε₀_global,2,0.2628148147369487,1598.6690083837661,4.390874266313631
ᴺε₀_global,2,0.26488888881102274,1598.486579830898,4.208445713445599
ᴺε₀_global,2,0.26799999992213386,1598.2212856419026,3.943151524450059
ᴺε₀_global,2,0.2726666665888005,1597.8403039036575,3.562169786205004
ᴺε₀_global,2,0.2796666665888005,1597.3033218893688,3.0251877719163076
ᴺε₀_global,2,0.2866666665888005,1596.8058127790368,2.527678661584332
ᴺε₀_global,2,0.29366666658880053,1596.3440198565272,2.0658857390747016
ᴺε₀_global,2,0.30066666658880054,1595.9160601745443,1.6379260570918177
ᴺε₀_global,2,0.30766666658880054,1595.5178338361477,1.2396997186951921
ᴺε₀_global,2,0.31466666658880055,1595.1472729769434,0.8691388594909313
ᴺε₀_global,2,0.32166666658880055,1594.802051922356,0.5239178049034763
ᴺε₀_global,2,0.32866666658880056,1594.4804905453398,0.20235642788725272
ᴺε₀_global,2,0.3333333332554672,1594.2781341174525,0.0
ᴺε₀_global,2,0.3333333333333333,1594.2781341964305,7.897801879153121e-8
ᴺε₁_global,3,0.08547008547008547,1597.693656754476,3.415522637023514
ᴺε₁_global,3,0.08554639804506943,1597.6240272309267,3.345893113474176
ᴺε₁_global,3,0.0856608669095383,1597.519661663141,3.241527545688541
ᴺε₁_global,3,0.08583257020624159,1597.363311462361,3.085177344908516
ᴺε₁_global,3,0.08609012515129653,1597.1293966697779,2.851262552325352
ᴺε₁_global,3,0.08634768009635148,1596.896074630759,2.6179405133063938
ᴺε₁_global,3,0.08660523504140642,1596.663423275143,2.385289157690522
ᴺε₁_global,3,0.08686278998646137,1596.4313789949738,2.1532448775212742
ᴺε₁_global,3,0.08712034493151631,1596.1998882385324,1.9217541210798572
ᴺε₁_global,3,0.08737789987657126,1595.9690915494505,1.6909574319979583
ᴺε₁_global,3,0.0876354548216262,1595.7389125813093,1.460778463856741
ᴺε₁_global,3,0.08789300976668114,1595.5093499646287,1.231215847176145
ᴺε₁_global,3,0.08815056471173609,1595.2803381681715,1.0022040507190013
ᴺε₁_global,3,0.08840811965679103,1595.0520062772398,0.7738721597872882
ᴺε₁_global,3,0.08866567460184598,1594.824190106634,0.5460559891814682
ᴺε₁_global,3,0.08892322954690092,1594.5969281535208,0.31879403606831147
ᴺε₁_global,3,0.08909493284360422,1594.4459422857044,0.16780816825189504
ᴺε₁_global,3,0.08920940170807308,1594.3454643059945,0.06733018854197326
ᴺε₁_global,3,0.08928571428438566,1594.2781341174525,0.0
ᴺε₁_global,3,0.08928571428571429,1594.27813419806,8.060737854975741e-8
ᴺγ₀_global,4,0.1285143460545765,1598.9060177029278,4.627883585475274
ᴺγ₀_global,4,0.1287923524560397,1598.870364045099,4.5922299276464855
ᴺγ₀_global,4,0.1292093620582345,1598.8174216914908,4.539287574038326
ᴺγ₀_global,4,0.12983487646152667,1598.7393259309501,4.461191813497635
ᴺγ₀_global,4,0.13077314806646495,1598.6248324628375,4.3466983453849934
ᴺγ₀_global,4,0.13218055547387236,1598.4584771474292,4.1803430299767115
ᴺγ₀_global,4,0.13429166658498348,1598.2208741678096,3.942740050357088
ᴺγ₀_global,4,0.13745833325165016,1597.8883693404891,3.610235223036625
ᴺγ₀_global,4,0.14220833325165017,1597.4372563908328,3.1591222733802624
ᴺγ₀_global,4,0.14933333325165016,1596.8464219381026,2.5682878206500845
ᴺγ₀_global,4,0.15645833325165015,1596.3379108310478,2.0597767135952836
ᴺγ₀_global,4,0.16358333325165014,1595.8939970825213,1.6158629650688
ᴺγ₀_global,4,0.17070833325165014,1595.5022204871802,1.224086369727729
ᴺγ₀_global,4,0.17783333325165013,1595.1536266418418,0.8754925243893013
ᴺγ₀_global,4,0.18495833325165012,1594.84129507676,0.5631609593074245
ᴺγ₀_global,4,0.1920833332516501,1594.5598325511464,0.28169843369391856
ᴺγ₀_global,4,0.19683333325165012,1594.3875432327413,0.1094091152888268
ᴺγ₀_global,4,0.1999999999183168,1594.2781341174525,0.0
ᴺγ₀_global,4,0.2,1594.2781341153363,-2.1161667973501608e-9
ᴺγ₁_global,5,0.09079471993104084,1601.2031627345955,6.925028617142971
ᴺγ₁_global,5,0.09117407966471482,1598.404812868432,4.1266787509794085
ᴺγ₁_global,5,0.09174311926522578,1594.2781341174525,0.0
ᴺγ₁_global,5,0.09174311926605504,1594.278134194964,7.751145858492237e-8
ᴺγ₂_global,6,0.05263157894736842,1594.2781341949485,7.749599717499223e-8
ᴺγ₂_global,6,0.05263157894914912,1594.2781341174525,0.0
ᴺγ₂_global,6,0.055263157896606574,1601.6341215129855,7.35598739553302
ᴺγ₃_global,7,0.05210184709609559,1600.1896160060387,5.911481888586195
ᴺγ₃_global,7,0.05386110635535485,1598.6999971629996,4.42186304554707
ᴺγ₃_global,7,0.05649999524424374,1596.919758987247,2.641624869794441
ᴺγ₃_global,7,0.05913888413313263,1595.6250166105215,1.3468824930689607
ᴺγ₃_global,7,0.061777773022021525,1594.7826017385523,0.5044676210998205
ᴺγ₃_global,7,0.06441666191091042,1594.355256152447,0.07712203499454517
ᴺγ₃_global,7,0.06617592117016968,1594.2781341174525,0.0
ᴺγ₃_global,7,0.06793518042942895,1594.3605299573583,0.08239583990575738
ᴺγ₃_global,7,0.07057406931831783,1594.7559314557288,0.4777973382763321
ᴺγ₃_global,7,0.07321295820720672,1595.4881576720504,1.2100235545979103
ᴺγ₃_global,7,0.0758518470960956,1596.6569442575162,2.378810140063706
ᴺγ₃_global,7,0.07849073598498449,1598.231372894812,3.953238777359502
ᴺγ₃_global,7,0.08024999524424375,1599.4536434236388,5.1755093061863136
ω_global,8,0.006457253695169595,1599.2618581534064,4.9837240359538555
ω_global,8,0.006727253695169595,1597.8670293700511,3.588895252598604
ω_global,8,0.007132253695169595,1596.250878516696,1.9727443992435383
ω_global,8,0.007537253695169595,1595.1504990963183,0.8723649788657895
ω_global,8,0.007942253695169595,1594.5099264381386,0.23179232068605415
ω_global,8,0.008212253695169595,1594.3143991934649,0.036265076012341524
ω_global,8,0.008392253695169594,1594.2781341174525,0.0
ω_global,8,0.008572253695169594,1594.3136247020489,0.0354905845963458
ω_global,8,0.008842253695169593,1594.4925058655488,0.21437174809625503
ω_global,8,0.009247253695169592,1595.0219775478263,0.7438434303737722
ω_global,8,0.009652253695169592,1595.8334901290236,1.5553560115711207
