parameter,value
δ_global,0.3
ᴺε₀_global,0.33315831760731096
ᴺε₁_global,0.08928571428571429
ᴺγ₀_global,0.19974687364118807
ᴺγ₁_global,0.09174311926605504
ᴺγ₂_global,0.05282878539264644
ᴺγ₃_global,0.037037037037037035
ω_global,0.003
ᴺp₁_seg1,0.799520445226358
ᴺβ_seg1,0.09219574789747045
ᴺp₁₂_seg1,0.49976185154351127
ᴺp₂₃_seg1,0.4999179751732995
ᴺp₁D_seg1,0.4995230794459418
ᴺp₂D_seg1,0.497423294745482
ᴺp₃D_seg1,0.497507803760381
ν_seg1,0.1
